date,category,sku,product_name,units_sold
2026-03-23,Home & Kitchen,SKU-HMK-102,Stainless Steel French Press,2.0
2026-03-23,Home & Kitchen,SKU-HMK-103,Cold Brew Iced Coffee Pitcher,1.0
2026-03-23,Home & Kitchen,SKU-HMK-104,Electric Precision Milk Frother,5.0
2026-03-23,Home & Kitchen,SKU-HMK-105,Cast Iron Dutch Oven 5.5Qt,0.0
2026-03-23,Home & Kitchen,SKU-HMK-106,Smart WiFi Food Scale,4.0
2026-03-23,Home & Kitchen,SKU-HMK-107,Silicone Baking Mat Set,5.0
2026-03-23,Sports & Outdoors,SKU-SPO-401,Insulated Hydro Water Bottle 32oz,5.0
2026-03-23,Sports & Outdoors,SKU-SPO-402,Non-Slip High Density Yoga Mat,6.0
2026-03-23,Sports & Outdoors,SKU-SPO-403,Heavy-Duty Resistance Bands Set,1.0
2026-03-23,Sports & Outdoors,SKU-SPO-404,Ultralight Backpacking Tent 2-Person,0.0
2026-03-23,Sports & Outdoors,SKU-SPO-405,Compact Camping Hammock Portable,5.0
2026-03-24,Apparel,SKU-APP-201,Thermal Fleece Running Hoodie,13.0
2026-03-24,Apparel,SKU-APP-202,Moisture-Wicking Athletic Tee,6.0
2026-03-24,Apparel,SKU-APP-203,Heavyweight Arctic Winter Parka,0.0
2026-03-24,Apparel,SKU-APP-204,Seamless Workout Compression Leggings,7.0
2026-03-24,Apparel,SKU-APP-205,Formal Wool Blazer Tailored,0.0
2026-03-24,Apparel,SKU-APP-206,Organic Cotton Crewneck Sweatshirt,4.0
2026-03-24,Electronics,SKU-ELC-001,Wireless Noise-Canceling Headphones,5.0
2026-03-24,Electronics,SKU-ELC-002,Smart Fitness Watch V2,8.0
2026-03-24,Electronics,SKU-ELC-003,4K Ultra-HD Action Camera,1.0
2026-03-24,Electronics,SKU-ELC-004,USB-C Fast Charging Cable 2M,6.0
2026-03-24,Electronics,SKU-ELC-005,Vintage Stereo Turntable,0.0
2026-03-24,Electronics,SKU-ELC-006,Bluetooth Conference Speaker,7.0
2026-03-24,Electronics,SKU-ELC-007,Ergonomic Mechanical Keyboard,7.0
2026-03-24,Health & Personal Care,SKU-HPC-301,Sonic Electric Toothbrush Pro,5.0
2026-03-24,Health & Personal Care,SKU-HPC-302,Collagen Peptide Powder 500g,2.0
2026-03-24,Health & Personal Care,SKU-HPC-303,Infrared Shiatsu Neck Massager,2.0
2026-03-24,Health & Personal Care,SKU-HPC-304,Daily Multivitamin Gummies 120ct,11.0
2026-03-24,Health & Personal Care,SKU-HPC-305,Aromatherapy Ultrasonic Diffuser,0.0
2026-03-24,Home & Kitchen,SKU-HMK-101,Digital Air Fryer Oven 6Qt,12.0
2026-03-24,Home & Kitchen,SKU-HMK-102,Stainless Steel French Press,3.0
2026-03-24,Home & Kitchen,SKU-HMK-103,Cold Brew Iced Coffee Pitcher,3.0
2026-03-24,Home & Kitchen,SKU-HMK-104,Electric Precision Milk Frother,7.0
2026-03-24,Home & Kitchen,SKU-HMK-105,Cast Iron Dutch Oven 5.5Qt,0.0
2026-03-24,Home & Kitchen,SKU-HMK-106,Smart WiFi Food Scale,6.0
2026-03-24,Home & Kitchen,SKU-HMK-107,Silicone Baking Mat Set,7.0
2026-03-24,Sports & Outdoors,SKU-SPO-401,Insulated Hydro Water Bottle 32oz,4.0
2026-03-24,Sports & Outdoors,SKU-SPO-402,Non-Slip High Density Yoga Mat,6.0
2026-03-24,Sports & Outdoors,SKU-SPO-403,Heavy-Duty Resistance Bands Set,4.0
2026-03-24,Sports & Outdoors,SKU-SPO-404,Ultralight Backpacking Tent 2-Person,0.0
2026-03-24,Sports & Outdoors,SKU-SPO-405,Compact Camping Hammock Portable,4.0
2026-03-25,Apparel,SKU-APP-201,Thermal Fleece Running Hoodie,8.0
2026-03-25,Apparel,SKU-APP-202,Moisture-Wicking Athletic Tee,4.0
2026-03-25,Apparel,SKU-APP-203,Heavyweight Arctic Winter Parka,1.0
2026-03-25,Apparel,SKU-APP-204,Seamless Workout Compression Leggings,10.0
2026-03-25,Apparel,SKU-APP-205,Formal Wool Blazer Tailored,0.0
2026-03-25,Apparel,SKU-APP-206,Organic Cotton Crewneck Sweatshirt,2.0
2026-03-25,Electronics,SKU-ELC-001,Wireless Noise-Canceling Headphones,9.0
2026-03-25,Electronics,SKU-ELC-002,Smart Fitness Watch V2,4.0
2026-03-25,Electronics,SKU-ELC-003,4K Ultra-HD Action Camera,3.0
2026-03-25,Electronics,SKU-ELC-004,USB-C Fast Charging Cable 2M,6.0
2026-03-25,Electronics,SKU-ELC-005,Vintage Stereo Turntable,1.0
2026-03-25,Electronics,SKU-ELC-006,Bluetooth Conference Speaker,4.0
2026-03-25,Electronics,SKU-ELC-007,Ergonomic Mechanical Keyboard,6.0
2026-03-25,Health & Personal Care,SKU-HPC-301,Sonic Electric Toothbrush Pro,5.0
2026-03-25,Health & Personal Care,SKU-HPC-302,Collagen Peptide Powder 500g,2.0
2026-03-25,Health & Personal Care,SKU-HPC-303,Infrared Shiatsu Neck Massager,1.0
2026-03-25,Health & Personal Care,SKU-HPC-304,Daily Multivitamin Gummies 120ct,5.0
2026-03-25,Health & Personal Care,SKU-HPC-305,Aromatherapy Ultrasonic Diffuser,0.0
2026-03-25,Home & Kitchen,SKU-HMK-101,Digital Air Fryer Oven 6Qt,6.0
2026-03-25,Home & Kitchen,SKU-HMK-102,Stainless Steel French Press,9.0
2026-03-25,Home & Kitchen,SKU-HMK-103,Cold Brew Iced Coffee Pitcher,1.0
2026-03-25,Home & Kitchen,SKU-HMK-104,Electric Precision Milk Frother,7.0
2026-03-25,Home & Kitchen,SKU-HMK-105,Cast Iron Dutch Oven 5.5Qt,0.0
2026-03-25,Home & Kitchen,SKU-HMK-106,Smart WiFi Food Scale,4.0
2026-03-25,Home & Kitchen,SKU-HMK-107,Silicone Baking Mat Set,6.0
2026-03-25,Sports & Outdoors,SKU-SPO-401,Insulated Hydro Water Bottle 32oz,3.0
2026-03-25,Sports & Outdoors,SKU-SPO-402,Non-Slip High Density Yoga Mat,4.0
2026-03-25,Sports & Outdoors,SKU-SPO-403,Heavy-Duty Resistance Bands Set,2.0
2026-03-25,Sports & Outdoors,SKU-SPO-404,Ultralight Backpacking Tent 2-Person,0.0
2026-03-25,Sports & Outdoors,SKU-SPO-405,Compact Camping Hammock Portable,3.0
2026-03-26,Apparel,SKU-APP-201,Thermal Fleece Running Hoodie,10.0
2026-03-26,Apparel,SKU-APP-202,Moisture-Wicking Athletic Tee,4.0
2026-03-26,Apparel,SKU-APP-203,Heavyweight Arctic Winter Parka,2.0
2026-03-26,Apparel,SKU-APP-204,Seamless Workout Compression Leggings,7.0
2026-03-26,Apparel,SKU-APP-205,Formal Wool Blazer Tailored,0.0
2026-03-26,Apparel,SKU-APP-206,Organic Cotton Crewneck Sweatshirt,4.0
2026-03-26,Electronics,SKU-ELC-001,Wireless Noise-Canceling Headphones,11.0
2026-03-26,Electronics,SKU-ELC-002,Smart Fitness Watch V2,8.0
2026-03-26,Electronics,SKU-ELC-003,4K Ultra-HD Action Camera,2.0
2026-03-26,Electronics,SKU-ELC-004,USB-C Fast Charging Cable 2M,7.0
2026-03-26,Electronics,SKU-ELC-005,Vintage Stereo Turntable,0.0
2026-03-26,Electronics,SKU-ELC-006,Bluetooth Conference Speaker,1.0
2026-03-26,Electronics,SKU-ELC-007,Ergonomic Mechanical Keyboard,4.0
2026-03-26,Health & Personal Care,SKU-HPC-301,Sonic Electric Toothbrush Pro,10.0
2026-03-26,Health & Personal Care,SKU-HPC-302,Collagen Peptide Powder 500g,8.0
2026-03-26,Health & Personal Care,SKU-HPC-303,Infrared Shiatsu Neck Massager,1.0
2026-03-26,Health & Personal Care,SKU-HPC-304,Daily Multivitamin Gummies 120ct,5.0
2026-03-26,Health & Personal Care,SKU-HPC-305,Aromatherapy Ultrasonic Diffuser,1.0
2026-03-26,Home & Kitchen,SKU-HMK-101,Digital Air Fryer Oven 6Qt,6.0
2026-03-26,Home & Kitchen,SKU-HMK-102,Stainless Steel French Press,4.0
2026-03-26,Home & Kitchen,SKU-HMK-103,Cold Brew Iced Coffee Pitcher,2.0
2026-03-26,Home & Kitchen,SKU-HMK-104,Electric Precision Milk Frother,9.0
2026-03-26,Home & Kitchen,SKU-HMK-105,Cast Iron Dutch Oven 5.5Qt,0.0
2026-03-26,Home & Kitchen,SKU-HMK-106,Smart WiFi Food Scale,4.0
2026-03-26,Home & Kitchen,SKU-HMK-107,Silicone Baking Mat Set,3.0
2026-03-26,Sports & Outdoors,SKU-SPO-401,Insulated Hydro Water Bottle 32oz,7.0
2026-03-26,Sports & Outdoors,SKU-SPO-402,Non-Slip High Density Yoga Mat,0.0
2026-03-26,Sports & Outdoors,SKU-SPO-403,Heavy-Duty Resistance Bands Set,1.0
2026-03-26,Sports & Outdoors,SKU-SPO-404,Ultralight Backpacking Tent 2-Person,0.0
2026-03-26,Sports & Outdoors,SKU-SPO-405,Compact Camping Hammock Portable,5.0
2026-03-27,Apparel,SKU-APP-201,Thermal Fleece Running Hoodie,4.0
2026-03-27,Apparel,SKU-APP-202,Moisture-Wicking Athletic Tee,3.0
2026-03-27,Apparel,SKU-APP-203,Heavyweight Arctic Winter Parka,0.0
2026-03-27,Apparel,SKU-APP-204,Seamless Workout Compression Leggings,3.0
2026-03-27,Apparel,SKU-APP-205,Formal Wool Blazer Tailored,0.0
2026-03-27,Apparel,SKU-APP-206,Organic Cotton Crewneck Sweatshirt,4.0
2026-03-27,Electronics,SKU-ELC-001,Wireless Noise-Canceling Headphones,9.0
2026-03-27,Electronics,SKU-ELC-002,Smart Fitness Watch V2,6.0
2026-03-27,Electronics,SKU-ELC-003,4K Ultra-HD Action Camera,3.0
2026-03-27,Electronics,SKU-ELC-004,USB-C Fast Charging Cable 2M,6.0
2026-03-27,Electronics,SKU-ELC-005,Vintage Stereo Turntable,0.0
2026-03-27,Electronics,SKU-ELC-006,Bluetooth Conference Speaker,10.0
2026-03-27,Electronics,SKU-ELC-007,Ergonomic Mechanical Keyboard,3.0
2026-03-27,Health & Personal Care,SKU-HPC-301,Sonic Electric Toothbrush Pro,5.0
2026-03-27,Health & Personal Care,SKU-HPC-302,Collagen Peptide Powder 500g,6.0
2026-03-27,Health & Personal Care,SKU-HPC-303,Infrared Shiatsu Neck Massager,0.0
2026-03-27,Health & Personal Care,SKU-HPC-304,Daily Multivitamin Gummies 120ct,7.0
2026-03-27,Health & Personal Care,SKU-HPC-305,Aromatherapy Ultrasonic Diffuser,0.0
2026-03-27,Home & Kitchen,SKU-HMK-101,Digital Air Fryer Oven 6Qt,10.0
2026-03-27,Home & Kitchen,SKU-HMK-102,Stainless Steel French Press,3.0
2026-03-27,Home & Kitchen,SKU-HMK-103,Cold Brew Iced Coffee Pitcher,3.0
2026-03-27,Home & Kitchen,SKU-HMK-104,Electric Precision Milk Frother,12.0
2026-03-27,Home & Kitchen,SKU-HMK-105,Cast Iron Dutch Oven 5.5Qt,0.0
2026-03-27,Home & Kitchen,SKU-HMK-106,Smart WiFi Food Scale,3.0
2026-03-27,Home & Kitchen,SKU-HMK-107,Silicone Baking Mat Set,5.0
2026-03-27,Sports & Outdoors,SKU-SPO-401,Insulated Hydro Water Bottle 32oz,4.0
2026-03-27,Sports & Outdoors,SKU-SPO-402,Non-Slip High Density Yoga Mat,4.0
2026-03-27,Sports & Outdoors,SKU-SPO-403,Heavy-Duty Resistance Bands Set,0.0
2026-03-27,Sports & Outdoors,SKU-SPO-404,Ultralight Backpacking Tent 2-Person,0.0
2026-03-27,Sports & Outdoors,SKU-SPO-405,Compact Camping Hammock Portable,4.0
2026-03-28,Apparel,SKU-APP-201,Thermal Fleece Running Hoodie,8.0
2026-03-28,Apparel,SKU-APP-202,Moisture-Wicking Athletic Tee,5.0
2026-03-28,Apparel,SKU-APP-203,Heavyweight Arctic Winter Parka,1.0
2026-03-28,Apparel,SKU-APP-204,Seamless Workout Compression Leggings,14.0
2026-03-28,Apparel,SKU-APP-205,Formal Wool Blazer Tailored,0.0
2026-03-28,Apparel,SKU-APP-206,Organic Cotton Crewneck Sweatshirt,7.0
2026-03-28,Electronics,SKU-ELC-001,Wireless Noise-Canceling Headphones,7.0
2026-03-28,Electronics,SKU-ELC-002,Smart Fitness Watch V2,6.0
2026-03-28,Electronics,SKU-ELC-003,4K Ultra-HD Action Camera,3.0
2026-03-28,Electronics,SKU-ELC-004,USB-C Fast Charging Cable 2M,17.0
2026-03-28,Electronics,SKU-ELC-005,Vintage Stereo Turntable,0.0
2026-03-28,Electronics,SKU-ELC-006,Bluetooth Conference Speaker,5.0
2026-03-28,Electronics,SKU-ELC-007,Ergonomic Mechanical Keyboard,3.0
2026-03-28,Health & Personal Care,SKU-HPC-301,Sonic Electric Toothbrush Pro,4.0
2026-03-28,Health & Personal Care,SKU-HPC-302,Collagen Peptide Powder 500g,9.0
2026-03-28,Health & Personal Care,SKU-HPC-303,Infrared Shiatsu Neck Massager,0.0
2026-03-28,Health & Personal Care,SKU-HPC-304,Daily Multivitamin Gummies 120ct,10.0
2026-03-28,Health & Personal Care,SKU-HPC-305,Aromatherapy Ultrasonic Diffuser,1.0
2026-03-28,Home & Kitchen,SKU-HMK-101,Digital Air Fryer Oven 6Qt,12.0
2026-03-28,Home & Kitchen,SKU-HMK-102,Stainless Steel French Press,6.0
2026-03-28,Home & Kitchen,SKU-HMK-103,Cold Brew Iced Coffee Pitcher,0.0
2026-03-28,Home & Kitchen,SKU-HMK-104,Electric Precision Milk Frother,8.0
2026-03-28,Home & Kitchen,SKU-HMK-105,Cast Iron Dutch Oven 5.5Qt,0.0
2026-03-28,Home & Kitchen,SKU-HMK-106,Smart WiFi Food Scale,8.0
2026-03-28,Home & Kitchen,SKU-HMK-107,Silicone Baking Mat Set,4.0
2026-03-28,Sports & Outdoors,SKU-SPO-401,Insulated Hydro Water Bottle 32oz,8.0
2026-03-28,Sports & Outdoors,SKU-SPO-402,Non-Slip High Density Yoga Mat,4.0
2026-03-28,Sports & Outdoors,SKU-SPO-403,Heavy-Duty Resistance Bands Set,3.0
2026-03-28,Sports & Outdoors,SKU-SPO-404,Ultralight Backpacking Tent 2-Person,0.0
2026-03-28,Sports & Outdoors,SKU-SPO-405,Compact Camping Hammock Portable,7.0
2026-03-29,Apparel,SKU-APP-201,Thermal Fleece Running Hoodie,13.0
2026-03-29,Apparel,SKU-APP-202,Moisture-Wicking Athletic Tee,3.0
2026-03-29,Apparel,SKU-APP-203,Heavyweight Arctic Winter Parka,1.0
2026-03-29,Apparel,SKU-APP-204,Seamless Workout Compression Leggings,8.0
2026-03-29,Apparel,SKU-APP-205,Formal Wool Blazer Tailored,1.0
2026-03-29,Apparel,SKU-APP-206,Organic Cotton Crewneck Sweatshirt,3.0
2026-03-29,Electronics,SKU-ELC-001,Wireless Noise-Canceling Headphones,13.0
2026-03-29,Electronics,SKU-ELC-002,Smart Fitness Watch V2,9.0
2026-03-29,Electronics,SKU-ELC-003,4K Ultra-HD Action Camera,1.0
2026-03-29,Electronics,SKU-ELC-004,USB-C Fast Charging Cable 2M,8.0
2026-03-29,Electronics,SKU-ELC-005,Vintage Stereo Turntable,0.0
2026-03-29,Electronics,SKU-ELC-006,Bluetooth Conference Speaker,6.0
2026-03-29,Electronics,SKU-ELC-007,Ergonomic Mechanical Keyboard,9.0
2026-03-29,Health & Personal Care,SKU-HPC-301,Sonic Electric Toothbrush Pro,7.0
2026-03-29,Health & Personal Care,SKU-HPC-302,Collagen Peptide Powder 500g,4.0
2026-03-29,Health & Personal Care,SKU-HPC-303,Infrared Shiatsu Neck Massager,5.0
2026-03-29,Health & Personal Care,SKU-HPC-304,Daily Multivitamin Gummies 120ct,10.0
2026-03-29,Health & Personal Care,SKU-HPC-305,Aromatherapy Ultrasonic Diffuser,0.0
2026-03-29,Home & Kitchen,SKU-HMK-101,Digital Air Fryer Oven 6Qt,13.0
2026-03-29,Home & Kitchen,SKU-HMK-102,Stainless Steel French Press,8.0
2026-03-29,Home & Kitchen,SKU-HMK-103,Cold Brew Iced Coffee Pitcher,1.0
2026-03-29,Home & Kitchen,SKU-HMK-104,Electric Precision Milk Frother,12.0
2026-03-29,Home & Kitchen,SKU-HMK-105,Cast Iron Dutch Oven 5.5Qt,0.0
2026-03-29,Home & Kitchen,SKU-HMK-106,Smart WiFi Food Scale,6.0
2026-03-29,Home & Kitchen,SKU-HMK-107,Silicone Baking Mat Set,9.0
2026-03-29,Sports & Outdoors,SKU-SPO-401,Insulated Hydro Water Bottle 32oz,14.0
2026-03-29,Sports & Outdoors,SKU-SPO-402,Non-Slip High Density Yoga Mat,3.0
2026-03-29,Sports & Outdoors,SKU-SPO-403,Heavy-Duty Resistance Bands Set,3.0
2026-03-29,Sports & Outdoors,SKU-SPO-404,Ultralight Backpacking Tent 2-Person,0.0
2026-03-29,Sports & Outdoors,SKU-SPO-405,Compact Camping Hammock Portable,4.0
2026-03-30,Apparel,SKU-APP-201,Thermal Fleece Running Hoodie,3.0
2026-03-30,Apparel,SKU-APP-202,Moisture-Wicking Athletic Tee,2.0
2026-03-30,Apparel,SKU-APP-203,Heavyweight Arctic Winter Parka,2.0
2026-03-30,Apparel,SKU-APP-204,Seamless Workout Compression Leggings,7.0
2026-03-30,Apparel,SKU-APP-205,Formal Wool Blazer Tailored,1.0
2026-03-30,Apparel,SKU-APP-206,Organic Cotton Crewneck Sweatshirt,2.0
2026-03-30,Electronics,SKU-ELC-001,Wireless Noise-Canceling Headphones,10.0
2026-03-30,Electronics,SKU-ELC-002,Smart Fitness Watch V2,3.0
2026-03-30,Electronics,SKU-ELC-003,4K Ultra-HD Action Camera,1.0
2026-03-30,Electronics,SKU-ELC-004,USB-C Fast Charging Cable 2M,5.0
2026-03-30,Electronics,SKU-ELC-005,Vintage Stereo Turntable,0.0
2026-03-30,Electronics,SKU-ELC-006,Bluetooth Conference Speaker,3.0
2026-03-30,Electronics,SKU-ELC-007,Ergonomic Mechanical Keyboard,5.0
2026-03-30,Health & Personal Care,SKU-HPC-301,Sonic Electric Toothbrush Pro,5.0
2026-03-30,Health & Personal Care,SKU-HPC-302,Collagen Peptide Powder 500g,7.0
2026-03-30,Health & Personal Care,SKU-HPC-303,Infrared Shiatsu Neck Massager,0.0
2026-03-30,Health & Personal Care,SKU-HPC-304,Daily Multivitamin Gummies 120ct,11.0
2026-03-30,Health & Personal Care,SKU-HPC-305,Aromatherapy Ultrasonic Diffuser,1.0
2026-03-30,Home & Kitchen,SKU-HMK-101,Digital Air Fryer Oven 6Qt,3.0
2026-03-30,Home & Kitchen,SKU-HMK-102,Stainless Steel French Press,2.0
2026-03-30,Home & Kitchen,SKU-HMK-103,Cold Brew Iced Coffee Pitcher,2.0
2026-03-30,Home & Kitchen,SKU-HMK-104,Electric Precision Milk Frother,4.0
2026-03-30,Home & Kitchen,SKU-HMK-105,Cast Iron Dutch Oven 5.5Qt,0.0
2026-03-30,Home & Kitchen,SKU-HMK-106,Smart WiFi Food Scale,4.0
2026-03-30,Home & Kitchen,SKU-HMK-107,Silicone Baking Mat Set,5.0
2026-03-30,Sports & Outdoors,SKU-SPO-401,Insulated Hydro Water Bottle 32oz,5.0
2026-03-30,Sports & Outdoors,SKU-SPO-402,Non-Slip High Density Yoga Mat,3.0
2026-03-30,Sports & Outdoors,SKU-SPO-403,Heavy-Duty Resistance Bands Set,0.0
2026-03-30,Sports & Outdoors,SKU-SPO-404,Ultralight Backpacking Tent 2-Person,0.0
2026-03-30,Sports & Outdoors,SKU-SPO-405,Compact Camping Hammock Portable,3.0
2026-03-31,Apparel,SKU-APP-201,Thermal Fleece Running Hoodie,12.0
2026-03-31,Apparel,SKU-APP-202,Moisture-Wicking Athletic Tee,6.0
2026-03-31,Apparel,SKU-APP-203,Heavyweight Arctic Winter Parka,3.0
2026-03-31,Apparel,SKU-APP-204,Seamless Workout Compression Leggings,5.0
2026-03-31,Apparel,SKU-APP-205,Formal Wool Blazer Tailored,0.0
2026-03-31,Apparel,SKU-APP-206,Organic Cotton Crewneck Sweatshirt,3.0
2026-03-31,Electronics,SKU-ELC-001,Wireless Noise-Canceling Headphones,11.0
2026-03-31,Electronics,SKU-ELC-002,Smart Fitness Watch V2,4.0
2026-03-31,Electronics,SKU-ELC-003,4K Ultra-HD Action Camera,2.0
2026-03-31,Electronics,SKU-ELC-004,USB-C Fast Charging Cable 2M,9.0
2026-03-31,Electronics,SKU-ELC-005,Vintage Stereo Turntable,0.0
2026-03-31,Electronics,SKU-ELC-006,Bluetooth Conference Speaker,3.0
2026-03-31,Electronics,SKU-ELC-007,Ergonomic Mechanical Keyboard,7.0
2026-03-31,Health & Personal Care,SKU-HPC-301,Sonic Electric Toothbrush Pro,10.0
2026-03-31,Health & Personal Care,SKU-HPC-302,Collagen Peptide Powder 500g,3.0
2026-03-31,Health & Personal Care,SKU-HPC-303,Infrared Shiatsu Neck Massager,5.0
2026-03-31,Health & Personal Care,SKU-HPC-304,Daily Multivitamin Gummies 120ct,10.0
2026-03-31,Health & Personal Care,SKU-HPC-305,Aromatherapy Ultrasonic Diffuser,1.0
2026-03-31,Home & Kitchen,SKU-HMK-101,Digital Air Fryer Oven 6Qt,8.0
2026-03-31,Home & Kitchen,SKU-HMK-102,Stainless Steel French Press,4.0
2026-03-31,Home & Kitchen,SKU-HMK-103,Cold Brew Iced Coffee Pitcher,3.0
2026-03-31,Home & Kitchen,SKU-HMK-104,Electric Precision Milk Frother,9.0
2026-03-31,Home & Kitchen,SKU-HMK-105,Cast Iron Dutch Oven 5.5Qt,0.0
2026-03-31,Home & Kitchen,SKU-HMK-106,Smart WiFi Food Scale,5.0
2026-03-31,Home & Kitchen,SKU-HMK-107,Silicone Baking Mat Set,6.0
2026-03-31,Sports & Outdoors,SKU-SPO-401,Insulated Hydro Water Bottle 32oz,6.0
2026-03-31,Sports & Outdoors,SKU-SPO-402,Non-Slip High Density Yoga Mat,6.0
2026-03-31,Sports & Outdoors,SKU-SPO-403,Heavy-Duty Resistance Bands Set,1.0
2026-03-31,Sports & Outdoors,SKU-SPO-404,Ultralight Backpacking Tent 2-Person,0.0
2026-03-31,Sports & Outdoors,SKU-SPO-405,Compact Camping Hammock Portable,7.0
2026-04-01,Apparel,SKU-APP-201,Thermal Fleece Running Hoodie,9.0
2026-04-01,Apparel,SKU-APP-202,Moisture-Wicking Athletic Tee,8.0
2026-04-01,Apparel,SKU-APP-203,Heavyweight Arctic Winter Parka,1.0
2026-04-01,Apparel,SKU-APP-204,Seamless Workout Compression Leggings,10.0
2026-04-01,Apparel,SKU-APP-205,Formal Wool Blazer Tailored,0.0
2026-04-01,Apparel,SKU-APP-206,Organic Cotton Crewneck Sweatshirt,6.0
2026-04-01,Electronics,SKU-ELC-001,Wireless Noise-Canceling Headphones,9.0
2026-04-01,Electronics,SKU-ELC-002,Smart Fitness Watch V2,7.0
2026-04-01,Electronics,SKU-ELC-003,4K Ultra-HD Action Camera,0.0
2026-04-01,Electronics,SKU-ELC-004,USB-C Fast Charging Cable 2M,11.0
2026-04-01,Electronics,SKU-ELC-005,Vintage Stereo Turntable,1.0
2026-04-01,Electronics,SKU-ELC-006,Bluetooth Conference Speaker,2.0
2026-04-01,Electronics,SKU-ELC-007,Ergonomic Mechanical Keyboard,8.0
2026-04-01,Health & Personal Care,SKU-HPC-301,Sonic Electric Toothbrush Pro,9.0
2026-04-01,Health & Personal Care,SKU-HPC-302,Collagen Peptide Powder 500g,10.0
2026-04-01,Health & Personal Care,SKU-HPC-303,Infrared Shiatsu Neck Massager,1.0
2026-04-01,Health & Personal Care,SKU-HPC-304,Daily Multivitamin Gummies 120ct,10.0
2026-04-01,Health & Personal Care,SKU-HPC-305,Aromatherapy Ultrasonic Diffuser,0.0
2026-04-01,Home & Kitchen,SKU-HMK-101,Digital Air Fryer Oven 6Qt,5.0
2026-04-01,Home & Kitchen,SKU-HMK-102,Stainless Steel French Press,3.0
2026-04-01,Home & Kitchen,SKU-HMK-103,Cold Brew Iced Coffee Pitcher,3.0
2026-04-01,Home & Kitchen,SKU-HMK-104,Electric Precision Milk Frother,9.0
2026-04-01,Home & Kitchen,SKU-HMK-105,Cast Iron Dutch Oven 5.5Qt,0.0
2026-04-01,Home & Kitchen,SKU-HMK-106,Smart WiFi Food Scale,0.0
2026-04-01,Home & Kitchen,SKU-HMK-107,Silicone Baking Mat Set,8.0
2026-04-01,Sports & Outdoors,SKU-SPO-401,Insulated Hydro Water Bottle 32oz,4.0
2026-04-01,Sports & Outdoors,SKU-SPO-402,Non-Slip High Density Yoga Mat,4.0
2026-04-01,Sports & Outdoors,SKU-SPO-403,Heavy-Duty Resistance Bands Set,1.0
2026-04-01,Sports & Outdoors,SKU-SPO-404,Ultralight Backpacking Tent 2-Person,0.0
2026-04-01,Sports & Outdoors,SKU-SPO-405,Compact Camping Hammock Portable,4.0
2026-04-02,Apparel,SKU-APP-201,Thermal Fleece Running Hoodie,11.0
2026-04-02,Apparel,SKU-APP-202,Moisture-Wicking Athletic Tee,4.0
2026-04-02,Apparel,SKU-APP-203,Heavyweight Arctic Winter Parka,4.0
2026-04-02,Apparel,SKU-APP-204,Seamless Workout Compression Leggings,11.0
2026-04-02,Apparel,SKU-APP-205,Formal Wool Blazer Tailored,0.0
2026-04-02,Apparel,SKU-APP-206,Organic Cotton Crewneck Sweatshirt,7.0
2026-04-02,Electronics,SKU-ELC-001,Wireless Noise-Canceling Headphones,14.0
2026-04-02,Electronics,SKU-ELC-002,Smart Fitness Watch V2,3.0
2026-04-02,Electronics,SKU-ELC-003,4K Ultra-HD Action Camera,3.0
2026-04-02,Electronics,SKU-ELC-004,USB-C Fast Charging Cable 2M,10.0
2026-04-02,Electronics,SKU-ELC-005,Vintage Stereo Turntable,0.0
2026-04-02,Electronics,SKU-ELC-006,Bluetooth Conference Speaker,2.0
2026-04-02,Electronics,SKU-ELC-007,Ergonomic Mechanical Keyboard,11.0
2026-04-02,Health & Personal Care,SKU-HPC-301,Sonic Electric Toothbrush Pro,5.0
2026-04-02,Health & Personal Care,SKU-HPC-302,Collagen Peptide Powder 500g,4.0
2026-04-02,Health & Personal Care,SKU-HPC-303,Infrared Shiatsu Neck Massager,1.0
2026-04-02,Health & Personal Care,SKU-HPC-304,Daily Multivitamin Gummies 120ct,9.0
2026-04-02,Health & Personal Care,SKU-HPC-305,Aromatherapy Ultrasonic Diffuser,0.0
2026-04-02,Home & Kitchen,SKU-HMK-101,Digital Air Fryer Oven 6Qt,8.0
2026-04-02,Home & Kitchen,SKU-HMK-102,Stainless Steel French Press,5.0
2026-04-02,Home & Kitchen,SKU-HMK-103,Cold Brew Iced Coffee Pitcher,4.0
2026-04-02,Home & Kitchen,SKU-HMK-104,Electric Precision Milk Frother,4.0
2026-04-02,Home & Kitchen,SKU-HMK-105,Cast Iron Dutch Oven 5.5Qt,0.0
2026-04-02,Home & Kitchen,SKU-HMK-106,Smart WiFi Food Scale,1.0
2026-04-02,Home & Kitchen,SKU-HMK-107,Silicone Baking Mat Set,5.0
2026-04-02,Sports & Outdoors,SKU-SPO-401,Insulated Hydro Water Bottle 32oz,6.0
2026-04-02,Sports & Outdoors,SKU-SPO-402,Non-Slip High Density Yoga Mat,3.0
2026-04-02,Sports & Outdoors,SKU-SPO-403,Heavy-Duty Resistance Bands Set,2.0
2026-04-02,Sports & Outdoors,SKU-SPO-404,Ultralight Backpacking Tent 2-Person,0.0
2026-04-02,Sports & Outdoors,SKU-SPO-405,Compact Camping Hammock Portable,3.0
2026-04-03,Apparel,SKU-APP-201,Thermal Fleece Running Hoodie,9.0
2026-04-03,Apparel,SKU-APP-202,Moisture-Wicking Athletic Tee,1.0
