sku,product_name,category,date,units_sold,current_stock,unit_price,unit_cost,lead_time_days,safety_stock,reorder_point
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-08,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-09,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-10,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-11,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-12,0.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-13,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-14,11.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-15,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-16,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-17,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-18,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-19,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-20,7.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-21,7.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-22,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-23,6.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-24,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-25,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-26,12.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-27,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-28,12.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-29,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-04-30,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-01,11.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-02,12.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-03,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-04,11.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-05,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-06,7.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-07,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-08,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-09,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-10,21.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-11,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-12,5.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-13,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-14,6.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-15,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-16,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-17,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-18,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-19,6.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-20,17.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-21,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-22,11.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-23,12.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-24,14.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-25,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-26,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-27,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-28,5.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-29,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-30,5.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-05-31,17.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-01,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-02,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-03,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-04,11.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-05,11.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-06,18.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-07,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-08,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-09,2.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-10,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-11,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-12,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-13,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-14,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-15,7.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-16,12.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-17,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-18,6.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-19,11.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-20,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-21,14.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-22,14.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-23,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-24,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-25,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-26,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-27,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-28,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-29,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-06-30,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-01,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-02,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-03,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-04,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-05,19.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-06,4.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-07,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-08,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-09,11.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-10,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-11,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-12,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-13,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-14,14.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-15,14.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-16,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-17,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-18,18.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-19,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-20,12.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-21,16.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-22,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-23,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-24,11.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-25,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-26,14.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-27,6.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-28,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-29,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-30,18.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-07-31,6.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-01,20.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-02,14.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-03,12.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-04,6.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-05,11.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-06,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-07,7.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-08,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-09,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-10,16.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-11,8.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-12,9.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-13,4.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-14,11.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-15,13.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-16,16.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-17,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-18,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-19,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-20,12.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-21,7.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-22,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-23,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-24,10.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-25,4.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-26,15.0,14.0,99.99,48.0,14,48,167
SKU-HMK-101,Digital Air Fryer Oven 6Qt,Home & Kitchen,2026-08-27,7.0,14.0,99.99,48.0,14,48,167
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-01,10.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-02,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-03,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-04,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-05,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-06,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-07,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-08,6.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-09,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-10,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-11,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-12,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-13,8.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-14,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-15,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-16,6.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-17,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-18,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-19,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-20,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-21,7.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-22,6.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-23,2.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-24,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-25,9.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-26,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-27,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-28,6.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-29,8.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-30,2.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-03-31,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-01,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-02,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-03,0.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-04,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-05,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-06,6.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-07,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-08,6.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-09,6.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-10,2.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-11,8.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-12,8.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-13,2.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-14,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-15,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-16,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-17,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-18,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-19,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-20,0.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-21,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-22,1.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-23,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-24,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-25,6.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-26,2.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-27,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-28,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-29,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-04-30,6.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-01,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-02,7.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-03,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-04,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-05,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-06,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-07,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-08,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-09,7.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-10,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-11,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-12,2.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-13,3.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-14,5.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-15,4.0,110.0,34.5,14.0,10,16,56
SKU-HMK-102,Stainless Steel French Press,Home & Kitchen,2026-05-16,2.0,110.0,34.5,14.0,10,16,56
